,Class Number,Course Number,Subjects,Course Title,Time and Location,Enrollment,Instructor(s),View Books
162,10499,ENG      167B      1,Applied Mathematics,"Writing the Nation: James Baldwin, Richard Wright, Toni Morrison","Block2D;   T,Th;   2:00 PM–3:30 PM",Open        22 / 999 / 0,"Callender, Brandon",View Books
163,7090,THA      144B      1,Applied Mathematics,Black Theater and Performance,"Block1E;   M,W;   4:00 PM–5:30 PM",Open        22 / 25 / 0,"Wooden, Isaiah Matthew",View Books
164,6540,AAAS      159A      1,Applied Mathematics,Identity Politics in the United States,"Block2D;   T,Th;   2:00 PM–3:30 PM",Closed        15 / 15 / 0,"Spry, Amber",View Books
165,7218,AAAS/HIS      154B      1,Applied Mathematics,"Race, Science, and Society","Block1E;   M,W;   4:00 PM–5:30 PM",Open        28 / 999 / 0,"Muigai, Wangui M",View Books
166,10186,ED      170A      1,Applied Mathematics,Critical Perspectives in Urban Education,"Block2D;   T,Th;   2:00 PM–3:30 PM",Closed        31 / 25 / 0,"Wallace, Derron",View Books
167,10541,HSSP      114B      1,Applied Mathematics,Racial/Ethnic and Gender Inequalities in Health and Health Care,"Block1G;   M,W;   8:00 PM–9:30 PM",Open        24 / 25 / 0,"Madison, Maria",View Books
168,10516,ENG      62B      1,Applied Mathematics,"Contemporary African Literature, Global Perspectives","Block1C;   M,W;   12:00 PM–1:30 PM",Open        17 / 999 / 0,"Williams, Joshua",View Books
169,10137,AAAS      124A      1,Applied Mathematics,After the Dance: Performing Sovereignty in the Caribbean,"Block2C;   T,Th;   12:00 PM–1:30 PM",Open        8 / 999 / 0,"Smith, Faith Lois",View Books
170,10134,AAAS      155B      1,Applied Mathematics,Hip Hop History and Culture,"Block1B;   M,W;   10:00 AM–11:30 AM",Open        50 / 999 / 0,"Williams, Chad",View Books
171,6540,AAAS      159A      1,Applied Mathematics,Identity Politics in the United States,"Block2D;   T,Th;   2:00 PM–3:30 PM",Closed        15 / 15 / 0,"Spry, Amber",View Books
172,7218,AAAS/HIS      154B      1,Applied Mathematics,"Race, Science, and Society","Block1E;   M,W;   4:00 PM–5:30 PM",Open        28 / 999 / 0,"Muigai, Wangui M",View Books
173,10186,ED      170A      1,Applied Mathematics,Critical Perspectives in Urban Education,"Block2D;   T,Th;   2:00 PM–3:30 PM",Closed        31 / 25 / 0,"Wallace, Derron",View Books
174,10067,ENG      127B      1,Applied Mathematics,"Migrating Bodies, Migrating Texts","Block2G;   T,Th;   8:00 PM–9:30 PM",Open        13 / 999 / 0,"Smith, Faith Lois",View Books
175,10499,ENG      167B      1,Applied Mathematics,"Writing the Nation: James Baldwin, Richard Wright, Toni Morrison","Block2D;   T,Th;   2:00 PM–3:30 PM",Open        22 / 999 / 0,"Callender, Brandon",View Books
176,10113,HIST      153B      1,Applied Mathematics,Slavery and the American Civil War: #1619 Project,"Block1F;   M,W;   6:00 PM–7:30 PM;   Olin-Sang Amer Civ Ctr101",Open        25 / 28 / 0,"Cooper, Abigail",View Books
177,10117,HIST      175B      1,Applied Mathematics,Resistance and Revolution in Latin America and the Caribbean,"Block1D;   M,W;   2:00 PM–3:30 PM",Open        29 / 999 / 0,"Childs, Gregory",View Books
178,10541,HSSP      114B      1,Applied Mathematics,Racial/Ethnic and Gender Inequalities in Health and Health Care,"Block1G;   M,W;   8:00 PM–9:30 PM",Open        24 / 25 / 0,"Madison, Maria",View Books
179,7090,THA      144B      1,Applied Mathematics,Black Theater and Performance,"Block1E;   M,W;   4:00 PM–5:30 PM",Open        22 / 25 / 0,"Wooden, Isaiah Matthew",View Books
180,3196,AAAS      5A      1,"Arabic Language, Literature and Culture",Introduction to African and African American Studies,"Block1D;   M,W;   2:00 PM–3:30 PM",Open        45 / 999 / 0,"Ray, Carina E;  Williams, Chad",View Books
181,3614,AAAS      98A      1,"Arabic Language, Literature and Culture",Independent Study,TBD,Open    Consent Req.    0 / 999 / 0,"Williams, Chad",View Books
182,3610,AAAS      98A      2,"Arabic Language, Literature and Culture",Independent Study,TBD,Open    Consent Req.    0 / 999 / 0,"Smith, Faith Lois",View Books
183,3612,AAAS      98A      3,"Arabic Language, Literature and Culture",Independent Study,TBD,Open    Consent Req.    0 / 999 / 0,"Nyangoni, Wellington",View Books
184,3616,AAAS      98A      4,"Arabic Language, Literature and Culture",Independent Study,TBD,Open    Consent Req.    0 / 999 / 0,"Abdur-Rahman, Aliyyah",View Books
185,3676,AAAS      99D      1,"Arabic Language, Literature and Culture",Senior Research,TBD,Open    Consent Req.    0 / 999 / 0,"Smith, Faith Lois",View Books
186,3678,AAAS      99D      2,"Arabic Language, Literature and Culture",Senior Research,TBD,Open    Consent Req.    0 / 999 / 0,"Nyangoni, Wellington",View Books
187,3680,AAAS      99D      3,"Arabic Language, Literature and Culture",Senior Research,TBD,Open    Consent Req.    0 / 999 / 0,"Johnson, Jasmine",View Books
188,3682,AAAS      99D      4,"Arabic Language, Literature and Culture",Senior Research,TBD,Open    Consent Req.    0 / 999 / 0,"Abdur-Rahman, Aliyyah",View Books
189,3684,AAAS      99D      5,"Arabic Language, Literature and Culture",Senior Research,TBD,Open    Consent Req.    2 / 999 / 0,"Williams, Chad",View Books
190,6472,AAAS      99D      6,"Arabic Language, Literature and Culture",Senior Research,TBD,Open    Consent Req.    0 / 999 / 0,"Childs, Gregory",View Books
191,10942,AAAS      99D      7,"Arabic Language, Literature and Culture",Senior Research,TBD,Open    Consent Req.    1 / 999 / 0,"Wallace, Derron",View Books
192,10952,AAAS      99D      8,"Arabic Language, Literature and Culture",Senior Research,TBD,Open    Consent Req.    1 / 999 / 0,"Ray, Carina E",View Books
193,10985,AAAS      99D      9,"Arabic Language, Literature and Culture",Senior Research,TBD,Open    Consent Req.    2 / 999 / 0,"Roach, Shoniqua",View Books
194,10137,AAAS      124A      1,"Arabic Language, Literature and Culture",After the Dance: Performing Sovereignty in the Caribbean,"Block2C;   T,Th;   12:00 PM–1:30 PM",Open        8 / 999 / 0,"Smith, Faith Lois",View Books
195,10134,AAAS      155B      1,"Arabic Language, Literature and Culture",Hip Hop History and Culture,"Block1B;   M,W;   10:00 AM–11:30 AM",Open        50 / 999 / 0,"Williams, Chad",View Books
196,6540,AAAS      159A      1,"Arabic Language, Literature and Culture",Identity Politics in the United States,"Block2D;   T,Th;   2:00 PM–3:30 PM",Closed        15 / 15 / 0,"Spry, Amber",View Books
197,7218,AAAS/HIS      154B      1,"Arabic Language, Literature and Culture","Race, Science, and Society","Block1E;   M,W;   4:00 PM–5:30 PM",Open        28 / 999 / 0,"Muigai, Wangui M",View Books
198,7198,AAAS/WGS      125A      1,"Arabic Language, Literature and Culture",Intellectual History of Black Women,"Block2B;   T,Th;   10:00 AM–11:30 AM",Open        23 / 25 / 0,"Roach, Shoniqua",View Books
199,10134,AAAS      155B      1,"Arabic Language, Literature and Culture",Hip Hop History and Culture,"Block1B;   M,W;   10:00 AM–11:30 AM",Open        50 / 999 / 0,"Williams, Chad",View Books
200,7218,AAAS/HIS      154B      1,"Arabic Language, Literature and Culture","Race, Science, and Society","Block1E;   M,W;   4:00 PM–5:30 PM",Open        28 / 999 / 0,"Muigai, Wangui M",View Books
201,7198,AAAS/WGS      125A      1,"Arabic Language, Literature and Culture",Intellectual History of Black Women,"Block2B;   T,Th;   10:00 AM–11:30 AM",Open        23 / 25 / 0,"Roach, Shoniqua",View Books
202,10113,HIST      153B      1,"Arabic Language, Literature and Culture",Slavery and the American Civil War: #1619 Project,"Block1F;   M,W;   6:00 PM–7:30 PM;   Olin-Sang Amer Civ Ctr101",Open        25 / 28 / 0,"Cooper, Abigail",View Books
203,10117,HIST      175B      1,"Arabic Language, Literature and Culture",Resistance and Revolution in Latin America and the Caribbean,"Block1D;   M,W;   2:00 PM–3:30 PM",Open        29 / 999 / 0,"Childs, Gregory",View Books
204,10137,AAAS      124A      1,"Arabic Language, Literature and Culture",After the Dance: Performing Sovereignty in the Caribbean,"Block2C;   T,Th;   12:00 PM–1:30 PM",Open        8 / 999 / 0,"Smith, Faith Lois",View Books
205,10134,AAAS      155B      1,"Arabic Language, Literature and Culture",Hip Hop History and Culture,"Block1B;   M,W;   10:00 AM–11:30 AM",Open        50 / 999 / 0,"Williams, Chad",View Books
206,10067,ENG      127B      1,"Arabic Language, Literature and Culture","Migrating Bodies, Migrating Texts","Block2G;   T,Th;   8:00 PM–9:30 PM",Open        13 / 999 / 0,"Smith, Faith Lois",View Books
207,10499,ENG      167B      1,"Arabic Language, Literature and Culture","Writing the Nation: James Baldwin, Richard Wright, Toni Morrison","Block2D;   T,Th;   2:00 PM–3:30 PM",Open        22 / 999 / 0,"Callender, Brandon",View Books
208,7090,THA      144B      1,"Arabic Language, Literature and Culture",Black Theater and Performance,"Block1E;   M,W;   4:00 PM–5:30 PM",Open        22 / 25 / 0,"Wooden, Isaiah Matthew",View Books
209,6540,AAAS      159A      1,"Arabic Language, Literature and Culture",Identity Politics in the United States,"Block2D;   T,Th;   2:00 PM–3:30 PM",Closed        15 / 15 / 0,"Spry, Amber",View Books
210,7218,AAAS/HIS      154B      1,"Arabic Language, Literature and Culture","Race, Science, and Society","Block1E;   M,W;   4:00 PM–5:30 PM",Open        28 / 999 / 0,"Muigai, Wangui M",View Books
211,10186,ED      170A      1,"Arabic Language, Literature and Culture",Critical Perspectives in Urban Education,"Block2D;   T,Th;   2:00 PM–3:30 PM",Closed        31 / 25 / 0,"Wallace, Derron",View Books
212,10541,HSSP      114B      1,"Arabic Language, Literature and Culture",Racial/Ethnic and Gender Inequalities in Health and Health Care,"Block1G;   M,W;   8:00 PM–9:30 PM",Open        24 / 25 / 0,"Madison, Maria",View Books
213,10516,ENG      62B      1,"Arabic Language, Literature and Culture","Contemporary African Literature, Global Perspectives","Block1C;   M,W;   12:00 PM–1:30 PM",Open        17 / 999 / 0,"Williams, Joshua",View Books
214,10137,AAAS      124A      1,"Arabic Language, Literature and Culture",After the Dance: Performing Sovereignty in the Caribbean,"Block2C;   T,Th;   12:00 PM–1:30 PM",Open        8 / 999 / 0,"Smith, Faith Lois",View Books
215,10134,AAAS      155B      1,"Arabic Language, Literature and Culture",Hip Hop History and Culture,"Block1B;   M,W;   10:00 AM–11:30 AM",Open        50 / 999 / 0,"Williams, Chad",View Books
216,6540,AAAS      159A      1,"Arabic Language, Literature and Culture",Identity Politics in the United States,"Block2D;   T,Th;   2:00 PM–3:30 PM",Closed        15 / 15 / 0,"Spry, Amber",View Books
217,7218,AAAS/HIS      154B      1,"Arabic Language, Literature and Culture","Race, Science, and Society","Block1E;   M,W;   4:00 PM–5:30 PM",Open        28 / 999 / 0,"Muigai, Wangui M",View Books
218,10186,ED      170A      1,"Arabic Language, Literature and Culture",Critical Perspectives in Urban Education,"Block2D;   T,Th;   2:00 PM–3:30 PM",Closed        31 / 25 / 0,"Wallace, Derron",View Books
219,10067,ENG      127B      1,"Arabic Language, Literature and Culture","Migrating Bodies, Migrating Texts","Block2G;   T,Th;   8:00 PM–9:30 PM",Open        13 / 999 / 0,"Smith, Faith Lois",View Books
220,10499,ENG      167B      1,"Arabic Language, Literature and Culture","Writing the Nation: James Baldwin, Richard Wright, Toni Morrison","Block2D;   T,Th;   2:00 PM–3:30 PM",Open        22 / 999 / 0,"Callender, Brandon",View Books
221,10113,HIST      153B      1,"Arabic Language, Literature and Culture",Slavery and the American Civil War: #1619 Project,"Block1F;   M,W;   6:00 PM–7:30 PM;   Olin-Sang Amer Civ Ctr101",Open        25 / 28 / 0,"Cooper, Abigail",View Books
222,10117,HIST      175B      1,"Arabic Language, Literature and Culture",Resistance and Revolution in Latin America and the Caribbean,"Block1D;   M,W;   2:00 PM–3:30 PM",Open        29 / 999 / 0,"Childs, Gregory",View Books
223,10541,HSSP      114B      1,"Arabic Language, Literature and Culture",Racial/Ethnic and Gender Inequalities in Health and Health Care,"Block1G;   M,W;   8:00 PM–9:30 PM",Open        24 / 25 / 0,"Madison, Maria",View Books
224,7090,THA      144B      1,"Arabic Language, Literature and Culture",Black Theater and Performance,"Block1E;   M,W;   4:00 PM–5:30 PM",Open        22 / 25 / 0,"Wooden, Isaiah Matthew",View Books
225,3196,AAAS      5A      1,Architectural Studies,Introduction to African and African American Studies,"Block1D;   M,W;   2:00 PM–3:30 PM",Open        45 / 999 / 0,"Ray, Carina E;  Williams, Chad",View Books
226,3614,AAAS      98A      1,Architectural Studies,Independent Study,TBD,Open    Consent Req.    0 / 999 / 0,"Williams, Chad",View Books
227,3610,AAAS      98A      2,Architectural Studies,Independent Study,TBD,Open    Consent Req.    0 / 999 / 0,"Smith, Faith Lois",View Books
228,3612,AAAS      98A      3,Architectural Studies,Independent Study,TBD,Open    Consent Req.    0 / 999 / 0,"Nyangoni, Wellington",View Books
229,3616,AAAS      98A      4,Architectural Studies,Independent Study,TBD,Open    Consent Req.    0 / 999 / 0,"Abdur-Rahman, Aliyyah",View Books
230,3676,AAAS      99D      1,Architectural Studies,Senior Research,TBD,Open    Consent Req.    0 / 999 / 0,"Smith, Faith Lois",View Books
231,3678,AAAS      99D      2,Architectural Studies,Senior Research,TBD,Open    Consent Req.    0 / 999 / 0,"Nyangoni, Wellington",View Books
232,3680,AAAS      99D      3,Architectural Studies,Senior Research,TBD,Open    Consent Req.    0 / 999 / 0,"Johnson, Jasmine",View Books
233,3682,AAAS      99D      4,Architectural Studies,Senior Research,TBD,Open    Consent Req.    0 / 999 / 0,"Abdur-Rahman, Aliyyah",View Books
234,3684,AAAS      99D      5,Architectural Studies,Senior Research,TBD,Open    Consent Req.    2 / 999 / 0,"Williams, Chad",View Books
235,6472,AAAS      99D      6,Architectural Studies,Senior Research,TBD,Open    Consent Req.    0 / 999 / 0,"Childs, Gregory",View Books
236,10942,AAAS      99D      7,Architectural Studies,Senior Research,TBD,Open    Consent Req.    1 / 999 / 0,"Wallace, Derron",View Books
237,10952,AAAS      99D      8,Architectural Studies,Senior Research,TBD,Open    Consent Req.    1 / 999 / 0,"Ray, Carina E",View Books
238,10985,AAAS      99D      9,Architectural Studies,Senior Research,TBD,Open    Consent Req.    2 / 999 / 0,"Roach, Shoniqua",View Books
239,10137,AAAS      124A      1,Architectural Studies,After the Dance: Performing Sovereignty in the Caribbean,"Block2C;   T,Th;   12:00 PM–1:30 PM",Open        8 / 999 / 0,"Smith, Faith Lois",View Books
240,10134,AAAS      155B      1,Architectural Studies,Hip Hop History and Culture,"Block1B;   M,W;   10:00 AM–11:30 AM",Open        50 / 999 / 0,"Williams, Chad",View Books
241,6540,AAAS      159A      1,Architectural Studies,Identity Politics in the United States,"Block2D;   T,Th;   2:00 PM–3:30 PM",Closed        15 / 15 / 0,"Spry, Amber",View Books
242,7218,AAAS/HIS      154B      1,Architectural Studies,"Race, Science, and Society","Block1E;   M,W;   4:00 PM–5:30 PM",Open        28 / 999 / 0,"Muigai, Wangui M",View Books
243,7198,AAAS/WGS      125A      1,Architectural Studies,Intellectual History of Black Women,"Block2B;   T,Th;   10:00 AM–11:30 AM",Open        23 / 25 / 0,"Roach, Shoniqua",View Books
244,10134,AAAS      155B      1,Architectural Studies,Hip Hop History and Culture,"Block1B;   M,W;   10:00 AM–11:30 AM",Open        50 / 999 / 0,"Williams, Chad",View Books
245,7218,AAAS/HIS      154B      1,Architectural Studies,"Race, Science, and Society","Block1E;   M,W;   4:00 PM–5:30 PM",Open        28 / 999 / 0,"Muigai, Wangui M",View Books
246,7198,AAAS/WGS      125A      1,Architectural Studies,Intellectual History of Black Women,"Block2B;   T,Th;   10:00 AM–11:30 AM",Open        23 / 25 / 0,"Roach, Shoniqua",View Books
247,10113,HIST      153B      1,Architectural Studies,Slavery and the American Civil War: #1619 Project,"Block1F;   M,W;   6:00 PM–7:30 PM;   Olin-Sang Amer Civ Ctr101",Open        25 / 28 / 0,"Cooper, Abigail",View Books
248,10117,HIST      175B      1,Architectural Studies,Resistance and Revolution in Latin America and the Caribbean,"Block1D;   M,W;   2:00 PM–3:30 PM",Open        29 / 999 / 0,"Childs, Gregory",View Books
249,10137,AAAS      124A      1,Architectural Studies,After the Dance: Performing Sovereignty in the Caribbean,"Block2C;   T,Th;   12:00 PM–1:30 PM",Open        8 / 999 / 0,"Smith, Faith Lois",View Books
